STATE,ST,GUN VIOLENCE DEATHS PER CAPITA,YEAR,MEDIAN INCOME,OCCUPATION,TOTAL EMPLOYEES,LOCATION,DATE,TOTAL GUN VIOLENCE VICTIMS FROM MASS SHOOTING,TOTAL FIREARMS REPORTS AS LOST OR STOLEN,NUMBER OF REGISTERED FIREARMS
NA Missouri,MO,NA,2005,NA,Mental health counselors,1000,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2005,NA,Mental health and substance abuse social workers,2710,NA,NA,NA,NA,NA
NA Montana,MT,NA,2005,NA,Mental health counselors,280,NA,NA,NA,NA,NA
NA Montana,MT,NA,2005,NA,Mental health and substance abuse social workers,310,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2005,NA,Mental health counselors,810,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2005,NA,Mental health and substance abuse social workers,1000,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2005,NA,Mental health counselors,410,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2005,NA,Mental health and substance abuse social workers,260,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2005,NA,Mental health counselors,500,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2005,NA,Mental health and substance abuse social workers,260,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2005,NA,Mental health counselors,2610,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2005,NA,Mental health and substance abuse social workers,2600,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2005,NA,Mental health counselors,500,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2005,NA,Mental health and substance abuse social workers,1210,NA,NA,NA,NA,NA
NA New York,NY,NA,2005,NA,Mental health counselors,5850,NA,NA,NA,NA,NA
NA New York,NY,NA,2005,NA,Mental health and substance abuse social workers,9110,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2005,NA,Mental health counselors,1800,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2005,NA,Mental health and substance abuse social workers,3800,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2005,NA,Mental health counselors,100,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2005,NA,Mental health and substance abuse social workers,300,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2005,NA,Mental health counselors,2630,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2005,NA,Mental health and substance abuse social workers,5350,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2005,NA,Mental health counselors,1320,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2005,NA,Mental health and substance abuse social workers,960,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2005,NA,Mental health counselors,**,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2005,NA,Mental health and substance abuse social workers,2310,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2005,NA,Mental health counselors,10800,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2005,NA,Mental health and substance abuse social workers,11890,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2005,NA,Mental health counselors,410,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2005,NA,Mental health and substance abuse social workers,1340,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2005,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2005,NA,Mental health and substance abuse social workers,720,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2005,NA,Mental health counselors,110,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2005,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2005,NA,Mental health counselors,1870,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2005,NA,Mental health and substance abuse social workers,2420,NA,NA,NA,NA,NA
NA Texas,TX,NA,2005,NA,Mental health counselors,1930,NA,NA,NA,NA,NA
NA Texas,TX,NA,2005,NA,Mental health and substance abuse social workers,3950,NA,NA,NA,NA,NA
NA Utah,UT,NA,2005,NA,Mental health counselors,**,NA,NA,NA,NA,NA
NA Utah,UT,NA,2005,NA,Mental health and substance abuse social workers,1620,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2005,NA,Mental health counselors,370,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2005,NA,Mental health and substance abuse social workers,530,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2005,NA,Mental health counselors,2510,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2005,NA,Mental health and substance abuse social workers,2950,NA,NA,NA,NA,NA
NA Washington,WA,NA,2005,NA,Mental health counselors,2790,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2005,NA,Mental health counselors,540,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2005,NA,Mental health and substance abuse social workers,1110,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2005,NA,Mental health counselors,1340,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2005,NA,Mental health and substance abuse social workers,1920,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2005,NA,Mental health counselors,210,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2005,NA,Mental health and substance abuse social workers,190,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2005,NA,Mental health counselors,410,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2005,NA,Mental health and substance abuse social workers,110,NA,NA,NA,NA,NA
NA Virgin Islands,VI,NA,2005,NA,Mental health counselors,60,NA,NA,NA,NA,NA
NA Virgin Islands,VI,NA,2005,NA,Mental health and substance abuse social workers,40,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2006,NA,Mental health counselors,1120,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2006,NA,Mental health and substance abuse social workers,970,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2006,NA,Mental health counselors,290,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2006,NA,Mental health and substance abuse social workers,330,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2006,NA,Mental health counselors,1630,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2006,NA,Mental health and substance abuse social workers,1630,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2006,NA,Mental health counselors,240,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2006,NA,Mental health and substance abuse social workers,630,NA,NA,NA,NA,NA
NA California,CA,NA,2006,NA,Mental health counselors,10310,NA,NA,NA,NA,NA
NA California,CA,NA,2006,NA,Mental health and substance abuse social workers,12130,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2006,NA,Mental health counselors,2790,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2006,NA,Mental health and substance abuse social workers,1660,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2006,NA,Mental health counselors,1900,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2006,NA,Mental health and substance abuse social workers,3280,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2006,NA,Mental health counselors,190,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2006,NA,Mental health and substance abuse social workers,450,NA,NA,NA,NA,NA
NA Florida,FL,NA,2006,NA,Mental health counselors,4390,NA,NA,NA,NA,NA
NA Florida,FL,NA,2006,NA,Mental health and substance abuse social workers,6160,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2006,NA,Mental health counselors,**,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2006,NA,Mental health and substance abuse social workers,1200,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2006,NA,Mental health counselors,510,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2006,NA,Mental health and substance abuse social workers,240,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2006,NA,Mental health counselors,360,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2006,NA,Mental health and substance abuse social workers,470,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2006,NA,Mental health counselors,3060,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2006,NA,Mental health and substance abuse social workers,3430,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2006,NA,Mental health counselors,1490,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2006,NA,Mental health and substance abuse social workers,1760,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2006,NA,Mental health counselors,640,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2006,NA,Mental health and substance abuse social workers,1520,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2006,NA,Mental health counselors,450,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2006,NA,Mental health and substance abuse social workers,1430,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2006,NA,Mental health counselors,720,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2006,NA,Mental health and substance abuse social workers,1790,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2006,NA,Mental health counselors,750,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2006,NA,Mental health and substance abuse social workers,810,NA,NA,NA,NA,NA
NA Maine,ME,NA,2006,NA,Mental health counselors,560,NA,NA,NA,NA,NA
NA Maine,ME,NA,2006,NA,Mental health and substance abuse social workers,1800,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2006,NA,Mental health counselors,1610,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2006,NA,Mental health and substance abuse social workers,2200,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2006,NA,Mental health counselors,4800,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2006,NA,Mental health and substance abuse social workers,3820,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2006,NA,Mental health counselors,2270,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2006,NA,Mental health and substance abuse social workers,4180,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2006,NA,Mental health counselors,1860,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2006,NA,Mental health and substance abuse social workers,2070,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2006,NA,Mental health counselors,590,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2006,NA,Mental health and substance abuse social workers,1000,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2006,NA,Mental health counselors,980,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2006,NA,Mental health and substance abuse social workers,2400,NA,NA,NA,NA,NA
NA Montana,MT,NA,2006,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA Montana,MT,NA,2006,NA,Mental health and substance abuse social workers,340,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2006,NA,Mental health counselors,660,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2006,NA,Mental health and substance abuse social workers,1050,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2006,NA,Mental health counselors,380,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2006,NA,Mental health and substance abuse social workers,290,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2006,NA,Mental health counselors,420,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2006,NA,Mental health and substance abuse social workers,360,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2006,NA,Mental health counselors,3390,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2006,NA,Mental health and substance abuse social workers,2270,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2006,NA,Mental health counselors,520,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2006,NA,Mental health and substance abuse social workers,1390,NA,NA,NA,NA,NA
NA New York,NY,NA,2006,NA,Mental health counselors,6800,NA,NA,NA,NA,NA
NA New York,NY,NA,2006,NA,Mental health and substance abuse social workers,9870,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2006,NA,Mental health counselors,1680,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2006,NA,Mental health and substance abuse social workers,3740,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2006,NA,Mental health counselors,**,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2006,NA,Mental health and substance abuse social workers,310,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2006,NA,Mental health counselors,2610,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2006,NA,Mental health and substance abuse social workers,5040,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2006,NA,Mental health counselors,1420,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2006,NA,Mental health and substance abuse social workers,810,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2006,NA,Mental health counselors,1650,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2006,NA,Mental health and substance abuse social workers,2440,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2006,NA,Mental health counselors,12050,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2006,NA,Mental health and substance abuse social workers,9620,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2006,NA,Mental health counselors,420,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2006,NA,Mental health and substance abuse social workers,1240,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2006,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2006,NA,Mental health and substance abuse social workers,**,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2006,NA,Mental health counselors,130,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2006,NA,Mental health and substance abuse social workers,220,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2006,NA,Mental health counselors,**,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2006,NA,Mental health and substance abuse social workers,2600,NA,NA,NA,NA,NA
NA Texas,TX,NA,2006,NA,Mental health counselors,2320,NA,NA,NA,NA,NA
NA Texas,TX,NA,2006,NA,Mental health and substance abuse social workers,3390,NA,NA,NA,NA,NA
NA Utah,UT,NA,2006,NA,Mental health counselors,420,NA,NA,NA,NA,NA
NA Utah,UT,NA,2006,NA,Mental health and substance abuse social workers,1450,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2006,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2006,NA,Mental health and substance abuse social workers,460,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2006,NA,Mental health counselors,3050,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2006,NA,Mental health and substance abuse social workers,3450,NA,NA,NA,NA,NA
NA Washington,WA,NA,2006,NA,Mental health counselors,2880,NA,NA,NA,NA,NA
NA Washington,WA,NA,2006,NA,Mental health and substance abuse social workers,2090,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2006,NA,Mental health counselors,710,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2006,NA,Mental health and substance abuse social workers,1450,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2006,NA,Mental health counselors,1090,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2006,NA,Mental health and substance abuse social workers,1830,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2006,NA,Mental health counselors,180,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2006,NA,Mental health and substance abuse social workers,230,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2006,NA,Mental health counselors,30,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2006,NA,Mental health and substance abuse social workers,200,NA,NA,NA,NA,NA
NA Virgin Islands,VI,NA,2006,NA,Mental health counselors,40,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2007,NA,Mental health counselors,900,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2007,NA,Mental health and substance abuse social workers,650,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2007,NA,Mental health and substance abuse social workers,380,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2007,NA,Mental health counselors,1460,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2007,NA,Mental health and substance abuse social workers,1770,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2007,NA,Mental health counselors,270,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2007,NA,Mental health and substance abuse social workers,880,NA,NA,NA,NA,NA
NA California,CA,NA,2007,NA,Mental health counselors,9360,NA,NA,NA,NA,NA
NA California,CA,NA,2007,NA,Mental health and substance abuse social workers,14010,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2007,NA,Mental health counselors,2570,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2007,NA,Mental health and substance abuse social workers,2080,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2007,NA,Mental health counselors,2020,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2007,NA,Mental health and substance abuse social workers,3090,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2007,NA,Mental health counselors,190,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2007,NA,Mental health and substance abuse social workers,560,NA,NA,NA,NA,NA
NA Florida,FL,NA,2007,NA,Mental health counselors,3720,NA,NA,NA,NA,NA
NA Florida,FL,NA,2007,NA,Mental health and substance abuse social workers,5630,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2007,NA,Mental health counselors,1360,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2007,NA,Mental health and substance abuse social workers,1120,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2007,NA,Mental health counselors,430,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2007,NA,Mental health and substance abuse social workers,370,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2007,NA,Mental health counselors,480,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2007,NA,Mental health and substance abuse social workers,**,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2007,NA,Mental health counselors,4340,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2007,NA,Mental health and substance abuse social workers,3360,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2007,NA,Mental health counselors,1620,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2007,NA,Mental health and substance abuse social workers,2250,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2007,NA,Mental health counselors,720,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2007,NA,Mental health and substance abuse social workers,1650,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2007,NA,Mental health counselors,480,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2007,NA,Mental health and substance abuse social workers,1480,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2007,NA,Mental health counselors,930,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2007,NA,Mental health and substance abuse social workers,1690,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2007,NA,Mental health counselors,1450,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2007,NA,Mental health and substance abuse social workers,1180,NA,NA,NA,NA,NA
NA Maine,ME,NA,2007,NA,Mental health counselors,450,NA,NA,NA,NA,NA
NA Maine,ME,NA,2007,NA,Mental health and substance abuse social workers,1670,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2007,NA,Mental health counselors,1640,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2007,NA,Mental health and substance abuse social workers,1770,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2007,NA,Mental health counselors,5650,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2007,NA,Mental health and substance abuse social workers,5400,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2007,NA,Mental health counselors,2080,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2007,NA,Mental health and substance abuse social workers,4490,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2007,NA,Mental health counselors,1800,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2007,NA,Mental health and substance abuse social workers,2150,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2007,NA,Mental health counselors,390,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2007,NA,Mental health and substance abuse social workers,850,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2007,NA,Mental health counselors,1400,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2007,NA,Mental health and substance abuse social workers,2620,NA,NA,NA,NA,NA
NA Montana,MT,NA,2007,NA,Mental health counselors,330,NA,NA,NA,NA,NA
NA Montana,MT,NA,2007,NA,Mental health and substance abuse social workers,440,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2007,NA,Mental health counselors,820,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2007,NA,Mental health and substance abuse social workers,950,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2007,NA,Mental health counselors,490,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2007,NA,Mental health and substance abuse social workers,320,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2007,NA,Mental health counselors,390,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2007,NA,Mental health and substance abuse social workers,410,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2007,NA,Mental health counselors,3390,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2007,NA,Mental health and substance abuse social workers,2310,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2007,NA,Mental health counselors,920,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2007,NA,Mental health and substance abuse social workers,1830,NA,NA,NA,NA,NA
NA New York,NY,NA,2007,NA,Mental health counselors,7060,NA,NA,NA,NA,NA
NA New York,NY,NA,2007,NA,Mental health and substance abuse social workers,9760,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2007,NA,Mental health counselors,2150,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2007,NA,Mental health and substance abuse social workers,3640,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2007,NA,Mental health counselors,30,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2007,NA,Mental health and substance abuse social workers,230,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2007,NA,Mental health counselors,2880,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2007,NA,Mental health and substance abuse social workers,4610,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2007,NA,Mental health counselors,980,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2007,NA,Mental health and substance abuse social workers,650,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2007,NA,Mental health counselors,1500,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2007,NA,Mental health and substance abuse social workers,1810,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2007,NA,Mental health counselors,13140,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2007,NA,Mental health and substance abuse social workers,8750,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2007,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2007,NA,Mental health and substance abuse social workers,1340,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2007,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2007,NA,Mental health and substance abuse social workers,770,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2007,NA,Mental health counselors,220,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2007,NA,Mental health and substance abuse social workers,210,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2007,NA,Mental health counselors,2030,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2007,NA,Mental health and substance abuse social workers,2250,NA,NA,NA,NA,NA
NA Texas,TX,NA,2007,NA,Mental health counselors,2800,NA,NA,NA,NA,NA
NA Texas,TX,NA,2007,NA,Mental health and substance abuse social workers,3550,NA,NA,NA,NA,NA
NA Utah,UT,NA,2007,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Utah,UT,NA,2007,NA,Mental health and substance abuse social workers,1460,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2007,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2007,NA,Mental health and substance abuse social workers,410,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2007,NA,Mental health counselors,3550,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2007,NA,Mental health and substance abuse social workers,3510,NA,NA,NA,NA,NA
NA Washington,WA,NA,2007,NA,Mental health counselors,2850,NA,NA,NA,NA,NA
NA Washington,WA,NA,2007,NA,Mental health and substance abuse social workers,2360,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2007,NA,Mental health counselors,790,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2007,NA,Mental health and substance abuse social workers,1400,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2007,NA,Mental health counselors,1390,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2007,NA,Mental health and substance abuse social workers,2400,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2007,NA,Mental health counselors,190,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2007,NA,Mental health and substance abuse social workers,310,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2007,NA,Mental health counselors,60,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2007,NA,Mental health and substance abuse social workers,190,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2008,NA,Mental health counselors,940,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2008,NA,Mental health and substance abuse social workers,620,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2008,NA,Mental health counselors,450,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2008,NA,Mental health and substance abuse social workers,300,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2008,NA,Mental health counselors,1010,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2008,NA,Mental health and substance abuse social workers,2030,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2008,NA,Mental health counselors,360,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2008,NA,Mental health and substance abuse social workers,810,NA,NA,NA,NA,NA
NA California,CA,NA,2008,NA,Mental health counselors,9810,NA,NA,NA,NA,NA
NA California,CA,NA,2008,NA,Mental health and substance abuse social workers,12730,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2008,NA,Mental health counselors,2930,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2008,NA,Mental health and substance abuse social workers,2240,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2008,NA,Mental health counselors,1790,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2008,NA,Mental health and substance abuse social workers,2960,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2008,NA,Mental health counselors,150,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2008,NA,Mental health and substance abuse social workers,710,NA,NA,NA,NA,NA
NA Florida,FL,NA,2008,NA,Mental health counselors,3890,NA,NA,NA,NA,NA
NA Florida,FL,NA,2008,NA,Mental health and substance abuse social workers,6270,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2008,NA,Mental health counselors,1540,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2008,NA,Mental health and substance abuse social workers,1220,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2008,NA,Mental health counselors,410,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2008,NA,Mental health and substance abuse social workers,580,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2008,NA,Mental health counselors,730,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2008,NA,Mental health and substance abuse social workers,1010,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2008,NA,Mental health counselors,4550,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2008,NA,Mental health and substance abuse social workers,4600,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2008,NA,Mental health counselors,1260,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2008,NA,Mental health and substance abuse social workers,2380,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2008,NA,Mental health counselors,800,NA,NA,NA,NA,NA
