STATE,YEAR,EMP,GL,GR,ST,LOCATION,TV
Illinois,2001,2960,NA,NA,IL,"Melrose Park, Illinois",9
Illinois,2002,4300,NA,NA,NA,NA,NA
Illinois,2002,2630,NA,NA,NA,NA,NA
Illinois,2003,2690,NA,NA,NA,NA,NA
Illinois,2003,3890,NA,NA,NA,NA,NA
Illinois,2004,2750,NA,NA,NA,NA,NA
Illinois,2004,3960,NA,NA,NA,NA,NA
Illinois,2005,2500,NA,NA,NA,NA,NA
Illinois,2005,3840,NA,NA,NA,NA,NA
Illinois,2006,3060,NA,NA,NA,NA,NA
Illinois,2006,3430,NA,NA,NA,NA,NA
Illinois,2007,4340,NA,NA,NA,NA,NA
Illinois,2007,3360,NA,NA,NA,NA,NA
Illinois,2008,4550,NA,NA,IL,"DeKalb, Illinois",26
Illinois,2008,4600,NA,NA,IL,"DeKalb, Illinois",26
Illinois,2009,5690,NA,NA,NA,NA,NA
Illinois,2009,5570,NA,NA,NA,NA,NA
Illinois,2010,4600,NA,NA,NA,NA,NA
Illinois,2010,5850,NA,NA,NA,NA,NA
Illinois,2011,5870,NA,NA,NA,NA,NA
Illinois,2011,4630,NA,NA,NA,NA,NA
Illinois,2011,NA,NA,27087,NA,NA,NA
Illinois,2012,5290,NA,NA,NA,NA,NA
Illinois,2012,NA,3302,30319,NA,NA,NA
Illinois,2012,4460,NA,NA,NA,NA,NA
Illinois,2013,4590,NA,NA,NA,NA,NA
Illinois,2013,4450,NA,NA,NA,NA,NA
Illinois,2013,NA,481,34932,NA,NA,NA
Illinois,2014,5690,NA,NA,NA,NA,NA
Illinois,2014,NA,196,39019,NA,NA,NA
Illinois,2014,5570,NA,NA,NA,NA,NA
Illinois,2015,NA,200,44560,NA,NA,NA
Illinois,2015,5690,NA,NA,NA,NA,NA
Illinois,2015,5570,NA,NA,NA,NA,NA
Illinois,2016,NA,377,42924,NA,NA,NA
Illinois,2016,4340,NA,NA,NA,NA,NA
Illinois,2016,3360,NA,NA,NA,NA,NA
Illinois,2017,NA,372,49566,NA,NA,NA
Illinois,2018,NA,NA,52527,NA,NA,NA
Indiana,2000,1130,NA,NA,NA,NA,NA
Indiana,2000,1510,NA,NA,NA,NA,NA
Indiana,2001,1100,NA,NA,NA,NA,NA
Indiana,2001,1220,NA,NA,NA,NA,NA
Indiana,2002,1210,NA,NA,NA,NA,NA
Indiana,2002,1310,NA,NA,NA,NA,NA
Indiana,2003,1310,NA,NA,NA,NA,NA
Indiana,2003,1160,NA,NA,NA,NA,NA
Indiana,2004,1460,NA,NA,NA,NA,NA
Indiana,2004,1510,NA,NA,NA,NA,NA
Indiana,2005,1420,NA,NA,NA,NA,NA
Indiana,2005,1630,NA,NA,NA,NA,NA
Indiana,2006,1490,NA,NA,NA,NA,NA
Indiana,2006,1760,NA,NA,NA,NA,NA
Indiana,2007,1620,NA,NA,NA,NA,NA
Indiana,2007,2250,NA,NA,NA,NA,NA
Indiana,2008,1260,NA,NA,NA,NA,NA
Indiana,2008,2380,NA,NA,NA,NA,NA
Indiana,2009,1070,NA,NA,NA,NA,NA
Indiana,2009,2240,NA,NA,NA,NA,NA
Indiana,2010,2030,NA,NA,NA,NA,NA
Indiana,2010,930,NA,NA,NA,NA,NA
Indiana,2011,NA,NA,108170,NA,NA,NA
Indiana,2011,860,NA,NA,NA,NA,NA
Indiana,2011,1570,NA,NA,NA,NA,NA
Indiana,2012,890,NA,NA,NA,NA,NA
Indiana,2012,NA,4774,112931,NA,NA,NA
Indiana,2012,1470,NA,NA,NA,NA,NA
Indiana,2013,1210,NA,NA,NA,NA,NA
Indiana,2013,NA,287,117373,NA,NA,NA
Indiana,2013,1600,NA,NA,NA,NA,NA
Indiana,2014,NA,603,118295,NA,NA,NA
Indiana,2014,1070,NA,NA,NA,NA,NA
Indiana,2014,2240,NA,NA,NA,NA,NA
Indiana,2015,NA,399,121421,NA,NA,NA
Indiana,2015,1070,NA,NA,NA,NA,NA
Indiana,2015,2240,NA,NA,NA,NA,NA
Indiana,2016,NA,551,138825,NA,NA,NA
Indiana,2016,1620,NA,NA,NA,NA,NA
Indiana,2016,2250,NA,NA,NA,NA,NA
Indiana,2017,NA,296,146487,NA,NA,NA
Indiana,2018,NA,NA,144428,NA,NA,NA
Iowa,1991,NA,NA,NA,IA,"Iowa City, Iowa",7
Iowa,2000,650,NA,NA,NA,NA,NA
Iowa,2000,510,NA,NA,NA,NA,NA
Iowa,2001,920,NA,NA,NA,NA,NA
Iowa,2001,590,NA,NA,NA,NA,NA
Iowa,2002,1200,NA,NA,NA,NA,NA
Iowa,2002,730,NA,NA,NA,NA,NA
Iowa,2003,710,NA,NA,NA,NA,NA
Iowa,2003,740,NA,NA,NA,NA,NA
Iowa,2004,750,NA,NA,NA,NA,NA
Iowa,2004,970,NA,NA,NA,NA,NA
Iowa,2005,**,NA,NA,NA,NA,NA
Iowa,2005,750,NA,NA,NA,NA,NA
Iowa,2006,640,NA,NA,NA,NA,NA
Iowa,2006,1520,NA,NA,NA,NA,NA
Iowa,2007,720,NA,NA,NA,NA,NA
Iowa,2007,1650,NA,NA,NA,NA,NA
Iowa,2008,1600,NA,NA,NA,NA,NA
Iowa,2008,800,NA,NA,NA,NA,NA
Iowa,2009,1250,NA,NA,NA,NA,NA
Iowa,2009,1810,NA,NA,NA,NA,NA
Iowa,2010,1750,NA,NA,NA,NA,NA
Iowa,2010,1300,NA,NA,NA,NA,NA
Iowa,2011,NA,NA,71807,NA,NA,NA
Iowa,2011,1250,NA,NA,NA,NA,NA
Iowa,2011,1680,NA,NA,NA,NA,NA
Iowa,2012,NA,922,80736,NA,NA,NA
Iowa,2012,1270,NA,NA,NA,NA,NA
Iowa,2012,1300,NA,NA,NA,NA,NA
Iowa,2013,NA,71,90174,NA,NA,NA
Iowa,2013,1300,NA,NA,NA,NA,NA
Iowa,2013,960,NA,NA,NA,NA,NA
Iowa,2014,NA,111,92700,NA,NA,NA
Iowa,2014,1250,NA,NA,NA,NA,NA
Iowa,2014,1810,NA,NA,NA,NA,NA
Iowa,2015,NA,295,100386,NA,NA,NA
Iowa,2015,1250,NA,NA,NA,NA,NA
Iowa,2015,1810,NA,NA,NA,NA,NA
Iowa,2016,NA,163,103758,NA,NA,NA
Iowa,2016,720,NA,NA,NA,NA,NA
Iowa,2016,1650,NA,NA,NA,NA,NA
Iowa,2017,NA,275,114019,NA,NA,NA
Iowa,2018,NA,NA,119770,NA,NA,NA
Kansas,2000,280,NA,NA,NA,NA,NA
Kansas,2000,1370,NA,NA,NA,NA,NA
Kansas,2001,540,NA,NA,NA,NA,NA
Kansas,2001,1480,NA,NA,NA,NA,NA
Kansas,2002,570,NA,NA,NA,NA,NA
Kansas,2002,1430,NA,NA,NA,NA,NA
Kansas,2003,1510,NA,NA,NA,NA,NA
Kansas,2003,610,NA,NA,NA,NA,NA
Kansas,2004,610,NA,NA,NA,NA,NA
Kansas,2004,1210,NA,NA,NA,NA,NA
Kansas,2005,1470,NA,NA,NA,NA,NA
Kansas,2005,450,NA,NA,NA,NA,NA
Kansas,2006,450,NA,NA,NA,NA,NA
Kansas,2006,1430,NA,NA,NA,NA,NA
Kansas,2007,480,NA,NA,NA,NA,NA
Kansas,2007,1480,NA,NA,NA,NA,NA
Kansas,2008,580,NA,NA,NA,NA,NA
Kansas,2008,990,NA,NA,NA,NA,NA
Kansas,2009,600,NA,NA,NA,NA,NA
Kansas,2009,870,NA,NA,NA,NA,NA
Kansas,2010,520,NA,NA,NA,NA,NA
Kansas,2010,760,NA,NA,NA,NA,NA
Kansas,2011,NA,NA,25024,NA,NA,NA
Kansas,2011,470,NA,NA,NA,NA,NA
Kansas,2011,880,NA,NA,NA,NA,NA
Kansas,2012,NA,1788,27553,NA,NA,NA
Kansas,2012,370,NA,NA,NA,NA,NA
Kansas,2012,650,NA,NA,NA,NA,NA
Kansas,2013,NA,114,30323,NA,NA,NA
Kansas,2013,550,NA,NA,NA,NA,NA
Kansas,2013,740,NA,NA,NA,NA,NA
Kansas,2014,NA,224,31926,NA,NA,NA
Kansas,2014,600,NA,NA,NA,NA,NA
Kansas,2014,870,NA,NA,NA,NA,NA
Kansas,2015,NA,120,34826,NA,NA,NA
Kansas,2015,600,NA,NA,NA,NA,NA
Kansas,2015,870,NA,NA,NA,NA,NA
Kansas,2016,480,NA,NA,KS,"Hesston, Kansas",17
Kansas,2016,1480,NA,NA,KS,"Hesston, Kansas",17
Kansas,2016,NA,163,37908,KS,"Hesston, Kansas",17
Kansas,2017,NA,273,52634,NA,NA,NA
Kansas,2018,NA,NA,57028,NA,NA,NA
Kentucky,1989,NA,NA,NA,KY,"Louisville, Kentucky",21
Kentucky,2000,1520,NA,NA,NA,NA,NA
Kentucky,2000,980,NA,NA,NA,NA,NA
Kentucky,2001,1620,NA,NA,NA,NA,NA
Kentucky,2001,1000,NA,NA,NA,NA,NA
Kentucky,2002,1600,NA,NA,NA,NA,NA
Kentucky,2002,1170,NA,NA,NA,NA,NA
Kentucky,2003,1420,NA,NA,NA,NA,NA
Kentucky,2003,1380,NA,NA,NA,NA,NA
Kentucky,2004,640,NA,NA,NA,NA,NA
Kentucky,2004,1890,NA,NA,NA,NA,NA
Kentucky,2005,470,NA,NA,NA,NA,NA
Kentucky,2005,2160,NA,NA,NA,NA,NA
Kentucky,2006,720,NA,NA,NA,NA,NA
Kentucky,2006,1790,NA,NA,NA,NA,NA
Kentucky,2007,930,NA,NA,NA,NA,NA
Kentucky,2007,1690,NA,NA,NA,NA,NA
Kentucky,2008,1420,NA,NA,KY,"Henderson, Kentucky",7
Kentucky,2008,1340,NA,NA,KY,"Henderson, Kentucky",7
Kentucky,2009,1180,NA,NA,NA,NA,NA
Kentucky,2009,1560,NA,NA,NA,NA,NA
Kentucky,2010,1280,NA,NA,NA,NA,NA
Kentucky,2010,1510,NA,NA,NA,NA,NA
Kentucky,2011,1090,NA,NA,NA,NA,NA
Kentucky,2011,NA,NA,40500,NA,NA,NA
Kentucky,2011,1490,NA,NA,NA,NA,NA
Kentucky,2012,1420,NA,NA,NA,NA,NA
Kentucky,2012,NA,3719,49024,NA,NA,NA
Kentucky,2012,1050,NA,NA,NA,NA,NA
Kentucky,2013,1350,NA,NA,NA,NA,NA
Kentucky,2013,NA,3727,55670,NA,NA,NA
Kentucky,2013,1350,NA,NA,NA,NA,NA
Kentucky,2014,1180,NA,NA,NA,NA,NA
Kentucky,2014,NA,454,59240,NA,NA,NA
Kentucky,2014,1560,NA,NA,NA,NA,NA
Kentucky,2015,NA,184,63628,NA,NA,NA
Kentucky,2015,1180,NA,NA,NA,NA,NA
Kentucky,2015,1560,NA,NA,NA,NA,NA
Kentucky,2016,NA,602,72199,NA,NA,NA
Kentucky,2016,930,NA,NA,NA,NA,NA
Kentucky,2016,1690,NA,NA,NA,NA,NA
Kentucky,2017,NA,1081,81068,NA,NA,NA
Kentucky,2018,NA,NA,85763,NA,NA,NA
Louisiana,2000,960,NA,NA,NA,NA,NA
Louisiana,2000,830,NA,NA,NA,NA,NA
Louisiana,2001,950,NA,NA,NA,NA,NA
Louisiana,2001,1020,NA,NA,NA,NA,NA
Louisiana,2002,960,NA,NA,NA,NA,NA
Louisiana,2002,1100,NA,NA,NA,NA,NA
Louisiana,2003,810,NA,NA,NA,NA,NA
Louisiana,2003,820,NA,NA,NA,NA,NA
Louisiana,2004,850,NA,NA,NA,NA,NA
Louisiana,2004,830,NA,NA,NA,NA,NA
Louisiana,2005,**,NA,NA,NA,NA,NA
Louisiana,2005,**,NA,NA,NA,NA,NA
Louisiana,2006,810,NA,NA,NA,NA,NA
Louisiana,2006,750,NA,NA,NA,NA,NA
Louisiana,2007,1450,NA,NA,NA,NA,NA
Louisiana,2007,1180,NA,NA,NA,NA,NA
Louisiana,2008,1780,NA,NA,NA,NA,NA
Louisiana,2008,1210,NA,NA,NA,NA,NA
Louisiana,2009,1420,NA,NA,NA,NA,NA
Louisiana,2009,2150,NA,NA,NA,NA,NA
Louisiana,2010,2200,NA,NA,NA,NA,NA
Louisiana,2010,1650,NA,NA,NA,NA,NA
Louisiana,2011,NA,NA,55883,NA,NA,NA
Louisiana,2011,1650,NA,NA,NA,NA,NA
Louisiana,2011,1540,NA,NA,NA,NA,NA
Louisiana,2012,NA,5163,58964,NA,NA,NA
Louisiana,2012,1420,NA,NA,NA,NA,NA
Louisiana,2012,1450,NA,NA,NA,NA,NA
Louisiana,2013,NA,270,63602,NA,NA,NA
Louisiana,2013,1200,NA,NA,NA,NA,NA
Louisiana,2013,1060,NA,NA,NA,NA,NA
Louisiana,2014,NA,207,69668,NA,NA,NA
Louisiana,2014,2150,NA,NA,NA,NA,NA
Louisiana,2014,1420,NA,NA,NA,NA,NA
Louisiana,2015,NA,332,80605,NA,NA,NA
Louisiana,2015,2150,NA,NA,NA,NA,NA
Louisiana,2015,1420,NA,NA,NA,NA,NA
Louisiana,2016,1180,NA,NA,LA,"Baton Rouge, LA",6
Louisiana,2016,NA,378,89015,LA,"Baton Rouge, LA",6
Louisiana,2016,1450,NA,NA,LA,"Baton Rouge, LA",6
Louisiana,2017,NA,220,116831,NA,NA,NA
Louisiana,2018,NA,NA,117356,NA,NA,NA
Maine,2000,640,NA,NA,NA,NA,NA
Maine,2000,1050,NA,NA,NA,NA,NA
Maine,2001,640,NA,NA,NA,NA,NA
Maine,2001,1000,NA,NA,NA,NA,NA
Maine,2002,**,NA,NA,NA,NA,NA
Maine,2002,1240,NA,NA,NA,NA,NA
Maine,2003,**,NA,NA,NA,NA,NA
Maine,2003,1240,NA,NA,NA,NA,NA
Maine,2004,840,NA,NA,NA,NA,NA
Maine,2004,1950,NA,NA,NA,NA,NA
Maine,2005,1620,NA,NA,NA,NA,NA
Maine,2005,590,NA,NA,NA,NA,NA
Maine,2006,560,NA,NA,NA,NA,NA
Maine,2006,1800,NA,NA,NA,NA,NA
Maine,2007,450,NA,NA,NA,NA,NA
Maine,2007,1670,NA,NA,NA,NA,NA
Maine,2008,380,NA,NA,NA,NA,NA
Maine,2008,1430,NA,NA,NA,NA,NA
Maine,2009,350,NA,NA,NA,NA,NA
Maine,2009,1530,NA,NA,NA,NA,NA
Maine,2010,460,NA,NA,NA,NA,NA
Maine,2010,1490,NA,NA,NA,NA,NA
Maine,2011,NA,NA,26061,NA,NA,NA
Maine,2011,570,NA,NA,NA,NA,NA
Maine,2011,1570,NA,NA,NA,NA,NA
Maine,2012,NA,450,26151,NA,NA,NA
Maine,2012,540,NA,NA,NA,NA,NA
Maine,2012,1410,NA,NA,NA,NA,NA
Maine,2013,NA,34,30858,NA,NA,NA
Maine,2013,300,NA,NA,NA,NA,NA
Maine,2013,1550,NA,NA,NA,NA,NA
Maine,2014,NA,102,32682,NA,NA,NA
Maine,2014,350,NA,NA,NA,NA,NA
Maine,2014,1530,NA,NA,NA,NA,NA
Maine,2015,NA,4,34433,NA,NA,NA
Maine,2015,350,NA,NA,NA,NA,NA
Maine,2015,1530,NA,NA,NA,NA,NA
Maine,2016,NA,89,32629,NA,NA,NA
Maine,2016,450,NA,NA,NA,NA,NA
Maine,2016,1670,NA,NA,NA,NA,NA
Maine,2017,NA,285,37152,NA,NA,NA
Maine,2018,NA,NA,40030,NA,NA,NA
Maryland,2000,1750,NA,NA,NA,NA,NA
Maryland,2000,1570,NA,NA,NA,NA,NA
Maryland,2001,1340,NA,NA,NA,NA,NA
Maryland,2001,1250,NA,NA,NA,NA,NA
Maryland,2002,1760,NA,NA,NA,NA,NA
Maryland,2002,1650,NA,NA,NA,NA,NA
Maryland,2003,1470,NA,NA,NA,NA,NA
Maryland,2003,2010,NA,NA,NA,NA,NA
Maryland,2004,1530,NA,NA,NA,NA,NA
Maryland,2004,2120,NA,NA,NA,NA,NA
Maryland,2005,1530,NA,NA,NA,NA,NA
Maryland,2005,2130,NA,NA,NA,NA,NA
Maryland,2006,2200,NA,NA,NA,NA,NA
Maryland,2006,1610,NA,NA,NA,NA,NA
Maryland,2007,1640,NA,NA,NA,NA,NA
Maryland,2007,1770,NA,NA,NA,NA,NA
Maryland,2008,1470,NA,NA,NA,NA,NA
Maryland,2008,1870,NA,NA,NA,NA,NA
Maryland,2009,1530,NA,NA,NA,NA,NA
Maryland,2009,1780,NA,NA,NA,NA,NA
Maryland,2010,1580,NA,NA,NA,NA,NA
Maryland,2010,2100,NA,NA,NA,NA,NA
Maryland,2011,NA,NA,74021,NA,NA,NA
Maryland,2011,2000,NA,NA,NA,NA,NA
Maryland,2011,2070,NA,NA,NA,NA,NA
Maryland,2012,NA,1964,82187,NA,NA,NA
Maryland,2012,1970,NA,NA,NA,NA,NA
Maryland,2012,2460,NA,NA,NA,NA,NA
Maryland,2013,NA,93,86869,NA,NA,NA
Maryland,2013,2100,NA,NA,NA,NA,NA
Maryland,2013,2100,NA,NA,NA,NA,NA
Maryland,2014,NA,231,88732,NA,NA,NA
Maryland,2014,1530,NA,NA,NA,NA,NA
Maryland,2014,1780,NA,NA,NA,NA,NA
Maryland,2015,NA,122,94619,NA,NA,NA
Maryland,2015,1530,NA,NA,NA,NA,NA
Maryland,2015,1780,NA,NA,NA,NA,NA
Maryland,2016,NA,169,97447,NA,NA,NA
Maryland,2016,1640,NA,NA,NA,NA,NA
Maryland,2016,1770,NA,NA,NA,NA,NA
Maryland,2017,NA,305,103109,MD,"Edgewood, MD",6
Maryland,2018,NA,NA,115463,MD,"Annapolis, MD",7
Massachusetts,2000,3160,NA,NA,MA,"Wakefield, Massachusetts",7
Massachusetts,2000,3000,NA,NA,MA,"Wakefield, Massachusetts",7
Massachusetts,2001,3010,NA,NA,NA,NA,NA
Massachusetts,2001,4100,NA,NA,NA,NA,NA
Massachusetts,2002,3760,NA,NA,NA,NA,NA
Massachusetts,2002,4010,NA,NA,NA,NA,NA
Massachusetts,2003,3940,NA,NA,NA,NA,NA
Massachusetts,2003,4230,NA,NA,NA,NA,NA
Massachusetts,2004,4840,NA,NA,NA,NA,NA
Massachusetts,2004,4120,NA,NA,NA,NA,NA
Massachusetts,2005,5190,NA,NA,NA,NA,NA
Massachusetts,2005,3960,NA,NA,NA,NA,NA
Massachusetts,2006,4800,NA,NA,NA,NA,NA
Massachusetts,2006,3820,NA,NA,NA,NA,NA
Massachusetts,2007,5650,NA,NA,NA,NA,NA
Massachusetts,2007,5400,NA,NA,NA,NA,NA
Massachusetts,2008,6030,NA,NA,NA,NA,NA
Massachusetts,2008,6060,NA,NA,NA,NA,NA
Massachusetts,2009,5020,NA,NA,NA,NA,NA
Massachusetts,2009,6240,NA,NA,NA,NA,NA
Massachusetts,2010,5140,NA,NA,NA,NA,NA
Massachusetts,2010,4990,NA,NA,NA,NA,NA
Massachusetts,2011,NA,NA,10376,NA,NA,NA
Massachusetts,2011,6120,NA,NA,NA,NA,NA
Massachusetts,2011,5420,NA,NA,NA,NA,NA
Massachusetts,2012,NA,690,10871,NA,NA,NA
Massachusetts,2012,7450,NA,NA,NA,NA,NA
Massachusetts,2012,4630,NA,NA,NA,NA,NA
Massachusetts,2013,NA,216,11253,NA,NA,NA
Massachusetts,2013,8050,NA,NA,NA,NA,NA
Massachusetts,2013,5440,NA,NA,NA,NA,NA
Massachusetts,2014,NA,292,11509,NA,NA,NA
Massachusetts,2014,5020,NA,NA,NA,NA,NA
Massachusetts,2014,6240,NA,NA,NA,NA,NA
Massachusetts,2015,NA,40,12545,NA,NA,NA
Massachusetts,2015,5020,NA,NA,NA,NA,NA
Massachusetts,2015,6240,NA,NA,NA,NA,NA
Massachusetts,2016,NA,197,13402,NA,NA,NA
Massachusetts,2016,5650,NA,NA,NA,NA,NA
Massachusetts,2016,5400,NA,NA,NA,NA,NA
Massachusetts,2017,NA,186,15371,NA,NA,NA
Massachusetts,2018,NA,NA,17121,NA,NA,NA
Michigan,1991,NA,NA,NA,MI,"Royal Oak, Michigan",10
Michigan,2000,1980,NA,NA,NA,NA,NA
Michigan,2000,3310,NA,NA,NA,NA,NA
Michigan,2001,1820,NA,NA,NA,NA,NA
Michigan,2001,3530,NA,NA,NA,NA,NA
Michigan,2002,2000,NA,NA,NA,NA,NA
Michigan,2002,3380,NA,NA,NA,NA,NA
Michigan,2003,3300,NA,NA,NA,NA,NA
Michigan,2003,2090,NA,NA,NA,NA,NA
Michigan,2004,1950,NA,NA,NA,NA,NA
Michigan,2004,4430,NA,NA,NA,NA,NA
Michigan,2005,**,NA,NA,NA,NA,NA
Michigan,2005,4330,NA,NA,NA,NA,NA
Michigan,2006,2270,NA,NA,NA,NA,NA
Michigan,2006,4180,NA,NA,NA,NA,NA
Michigan,2007,2080,NA,NA,NA,NA,NA
Michigan,2007,4490,NA,NA,NA,NA,NA
Michigan,2008,2030,NA,NA,NA,NA,NA
Michigan,2008,4990,NA,NA,NA,NA,NA
Michigan,2009,2040,NA,NA,NA,NA,NA
Michigan,2009,5210,NA,NA,NA,NA,NA
Michigan,2010,2070,NA,NA,NA,NA,NA
Michigan,2010,5010,NA,NA,NA,NA,NA
Michigan,2011,NA,NA,33050,NA,NA,NA
Michigan,2011,1890,NA,NA,NA,NA,NA
Michigan,2011,4600,NA,NA,NA,NA,NA
Michigan,2012,NA,4962,36080,NA,NA,NA
Michigan,2012,1930,NA,NA,NA,NA,NA
Michigan,2012,4370,NA,NA,NA,NA,NA
Michigan,2013,4550,NA,NA,NA,NA,NA
Michigan,2013,NA,649,41232,NA,NA,NA
Michigan,2013,2280,NA,NA,NA,NA,NA
Michigan,2014,2040,NA,NA,NA,NA,NA
Michigan,2014,NA,114,42855,NA,NA,NA
Michigan,2014,5210,NA,NA,NA,NA,NA
Michigan,2015,NA,185,47791,NA,NA,NA
Michigan,2015,2040,NA,NA,NA,NA,NA
Michigan,2015,5210,NA,NA,NA,NA,NA
Michigan,2016,2080,NA,NA,MI,"Kalamazoo County, Michigan",8
Michigan,2016,NA,418,52222,MI,"Kalamazoo County, Michigan",8
Michigan,2016,4490,NA,NA,MI,"Kalamazoo County, Michigan",8
Michigan,2017,NA,283,65742,NA,NA,NA
Michigan,2018,NA,NA,71678,NA,NA,NA
Minnesota,2000,1150,NA,NA,NA,NA,NA
Minnesota,2000,970,NA,NA,NA,NA,NA
Minnesota,2001,1100,NA,NA,NA,NA,NA
Minnesota,2001,1250,NA,NA,NA,NA,NA
Minnesota,2002,1120,NA,NA,NA,NA,NA
Minnesota,2002,1360,NA,NA,NA,NA,NA
Minnesota,2003,1920,NA,NA,NA,NA,NA
Minnesota,2003,1390,NA,NA,NA,NA,NA
Minnesota,2004,1420,NA,NA,NA,NA,NA
Minnesota,2004,2430,NA,NA,NA,NA,NA
Minnesota,2005,1550,NA,NA,MN,"Red Lake, Minnesota",15
Minnesota,2005,2490,NA,NA,MN,"Red Lake, Minnesota",15
Minnesota,2006,1860,NA,NA,NA,NA,NA
Minnesota,2006,2070,NA,NA,NA,NA,NA
Minnesota,2007,1800,NA,NA,NA,NA,NA
Minnesota,2007,2150,NA,NA,NA,NA,NA
Minnesota,2008,1820,NA,NA,NA,NA,NA
Minnesota,2008,2110,NA,NA,NA,NA,NA
Minnesota,2009,2060,NA,NA,NA,NA,NA
Minnesota,2009,2100,NA,NA,NA,NA,NA
Minnesota,2010,1980,NA,NA,NA,NA,NA
Minnesota,2010,2200,NA,NA,NA,NA,NA
Minnesota,2011,NA,NA,47116,NA,NA,NA
Minnesota,2011,2280,NA,NA,NA,NA,NA
Minnesota,2011,2130,NA,NA,NA,NA,NA
Minnesota,2012,NA,1353,48340,MN,"Minneapolis, Minnesota",8
Minnesota,2012,2180,NA,NA,MN,"Minneapolis, Minnesota",8
Minnesota,2012,2180,NA,NA,MN,"Minneapolis, Minnesota",8
Minnesota,2013,NA,109,51150,NA,NA,NA
Minnesota,2013,2870,NA,NA,NA,NA,NA
Minnesota,2013,1760,NA,NA,NA,NA,NA
Minnesota,2014,NA,187,51658,NA,NA,NA
Minnesota,2014,2060,NA,NA,NA,NA,NA
Minnesota,2014,2100,NA,NA,NA,NA,NA
Minnesota,2015,NA,120,58239,NA,NA,NA
Minnesota,2015,2060,NA,NA,NA,NA,NA
Minnesota,2015,2100,NA,NA,NA,NA,NA
Minnesota,2016,NA,185,63999,NA,NA,NA
Minnesota,2016,1800,NA,NA,NA,NA,NA
Minnesota,2016,2150,NA,NA,NA,NA,NA
Minnesota,2017,NA,73,79307,NA,NA,NA
Minnesota,2018,NA,NA,87019,NA,NA,NA
Mississippi,2000,820,NA,NA,NA,NA,NA
Mississippi,2000,840,NA,NA,NA,NA,NA
Mississippi,2001,1160,NA,NA,NA,NA,NA
Mississippi,2001,580,NA,NA,NA,NA,NA
Mississippi,2002,440,NA,NA,NA,NA,NA
Mississippi,2002,560,NA,NA,NA,NA,NA
Mississippi,2003,610,NA,NA,MS,"Meridian, Mississippi",15
Mississippi,2003,650,NA,NA,MS,"Meridian, Mississippi",15
Mississippi,2004,440,NA,NA,NA,NA,NA
Mississippi,2004,760,NA,NA,NA,NA,NA
Mississippi,2005,510,NA,NA,NA,NA,NA
Mississippi,2005,940,NA,NA,NA,NA,NA
Mississippi,2006,590,NA,NA,NA,NA,NA
Mississippi,2006,1000,NA,NA,NA,NA,NA
Mississippi,2007,390,NA,NA,NA,NA,NA
Mississippi,2007,850,NA,NA,NA,NA,NA
Mississippi,2008,520,NA,NA,NA,NA,NA
Mississippi,2008,860,NA,NA,NA,NA,NA
Mississippi,2009,670,NA,NA,NA,NA,NA
Mississippi,2009,970,NA,NA,NA,NA,NA
Mississippi,2010,720,NA,NA,NA,NA,NA
Mississippi,2010,920,NA,NA,NA,NA,NA
Mississippi,2011,NA,NA,39407,NA,NA,NA
Mississippi,2011,680,NA,NA,NA,NA,NA
Mississippi,2011,980,NA,NA,NA,NA,NA
Mississippi,2012,530,NA,NA,NA,NA,NA
Mississippi,2012,NA,3439,43589,NA,NA,NA
Mississippi,2012,700,NA,NA,NA,NA,NA
Mississippi,2013,NA,320,48318,NA,NA,NA
Mississippi,2013,680,NA,NA,NA,NA,NA
Mississippi,2013,830,NA,NA,NA,NA,NA
Mississippi,2014,NA,379,51550,NA,NA,NA
Mississippi,2014,670,NA,NA,NA,NA,NA
Mississippi,2014,970,NA,NA,NA,NA,NA
Mississippi,2015,NA,386,58475,NA,NA,NA
Mississippi,2015,670,NA,NA,NA,NA,NA
Mississippi,2015,970,NA,NA,NA,NA,NA
Mississippi,2016,NA,311,62914,NA,NA,NA
Mississippi,2016,390,NA,NA,NA,NA,NA
Mississippi,2016,850,NA,NA,NA,NA,NA
Mississippi,2017,NA,374,72996,NA,NA,NA
Mississippi,2018,NA,NA,78660,NA,NA,NA
Missouri,2000,720,NA,NA,NA,NA,NA
Missouri,2000,2060,NA,NA,NA,NA,NA
Missouri,2001,860,NA,NA,NA,NA,NA
Missouri,2001,1850,NA,NA,NA,NA,NA
Missouri,2002,1020,NA,NA,NA,NA,NA
Missouri,2002,2090,NA,NA,NA,NA,NA
Missouri,2003,1070,NA,NA,NA,NA,NA
Missouri,2003,2420,NA,NA,NA,NA,NA
Missouri,2004,880,NA,NA,NA,NA,NA
Missouri,2004,2710,NA,NA,NA,NA,NA
Missouri,2005,1000,NA,NA,NA,NA,NA
Missouri,2005,2710,NA,NA,NA,NA,NA
Missouri,2006,980,NA,NA,NA,NA,NA
Missouri,2006,2400,NA,NA,NA,NA,NA
Missouri,2007,1400,NA,NA,NA,NA,NA
Missouri,2007,2620,NA,NA,NA,NA,NA
Missouri,2008,2970,NA,NA,MO,"Kirkwood, Missouri",8
Missouri,2008,1320,NA,NA,MO,"Kirkwood, Missouri",8
Missouri,2009,1090,NA,NA,NA,NA,NA
Missouri,2009,3550,NA,NA,NA,NA,NA
Missouri,2010,880,NA,NA,NA,NA,NA
Missouri,2010,3540,NA,NA,NA,NA,NA
